NAME,OTHERNAME,PLANETDISCMETH,DATE,MSINI,I,R,A,PER,ECC,STAR,V,VURL,VREF,DIST,MSTAR,RSTAR,TEFF,LOGG,FE
,,,,mjupiter,deg,rjupiter,au,day,,,,,,pc,msun,rsun,k,,
KOI 4700.01,KIC 9413156,,,,89.03,0.10705701337249499,0.0456,3.83488354,0,KOI 4700,,,,,0.868,0.775,5515,4.592,-0.26
KOI 4558.01,KIC 5431027,,,,89.88,0.1008120209257661,0.0793,8.8233996,0,KOI 4558,,,,,0.852,1.121,5602,4.269,-0.14
KOI 4632.01,KIC 6070337,,,,87.81,1.1820878559879655,0.2125,40.0691482,0,KOI 4632,,,,,0.796,0.762,5485,4.575,-0.38
KOI 4633.01,KIC 5954001,,,,88.43,0.099919879147662,0.1067,11.6933447,0,KOI 4633,,,,,1.189,1.354,6049,4.248,0.18
KOI 4634.01,KIC 8196226,,,,89.22,0.08742989425420424,0.0494,4.02745396,0,KOI 4634,,,,,0.987,1.041,6174,4.398,-0.28
KOI 3196.01,KIC 9002538,,,,89.75,0.05263636490814337,0.0584,4.96061094,0,KOI 3196,,,,,1.079,1.298,6117,4.244,-0.04
KOI 4705.01,KIC 5642688,,,,88.58,0.09189060314472487,0.0239,1.4733245,0,KOI 4705,,,,,0.834,0.921,5751,4.431,-0.36
KOI 4495.01,KIC 5552562,,,,89.46,0.12400770715647336,0.065,5.93218209,0,KOI 4495,,,,,1.036,0.977,5843,4.474,0.08
KOI 4496.01,KIC 6186182,,,,89.96,0.21500616852309412,0.4268,96.384483,0,KOI 4496,,,,,1.114,1,5919,4.485,0.21
KOI 7681.01,KIC 4073017,,,,89.33,0.08207704358557949,0.063,6.05552018,0,KOI 7681,,,,,0.919,0.805,5352,4.585,0.07
KOI 4563.01,KIC 10585749,,,,87.97,0.15166410227770125,0.2731,54.333582,0,KOI 4563,,,,,0.92,1.221,5500,4.228,0.14
KOI 3165.01,KIC 9579208,,,,87.42,0.09099846136662075,0.0527,4.11754421,0,KOI 3165,,,,,1.147,1.726,6263,4.024,-0.18
KOI 4636.01,KIC 9773270,,,,88.55,0.5468829099778286,0.4945,122.749053,0,KOI 4636,,,,,1.069,0.976,5619,4.488,0.44
KOI 4637.01,KIC 9457728,,,,81.19,0.07226348402643412,0.0575,4.37992345,0,KOI 4637,,,,,1.324,1.918,6311,3.993,-0.12
KOI 4709.01,KIC 2303903,,,,89.55,0.11865485648784863,0.0445,3.70858595,0,KOI 4709,,,,,0.864,0.771,5420,4.596,-0.2
KOI 4710.01,KIC 9278216,,,,86.72,0.11597843115353625,0.0859,9.4527721,0,KOI 4710,,,,,0.945,0.857,5973,4.547,-0.34
KOI 4711.01,KIC 8355131,,,,88.96,0.0963513120352455,0.0493,4.3638313,0,KOI 4711,,,,,0.853,0.763,5623,4.596,-0.4
KOI 4497.01,KIC 12645057,,,,89.98,0.09724345381334962,0.0675,6.83006228,0,KOI 4497,,,,,0.886,0.8,5807,4.576,-0.4
KOI 4498.01,KIC 4844367,,,,78.38,2.000181866509448,0.1319,17.1622587,0,KOI 4498,,,,,1.037,0.939,5729,4.509,0.16
KOI 4499.01,KIC 10937749,,,,88.41,0.092782744922829,0.0578,5.19898615,0,KOI 4499,,,,,0.95,0.867,6058,4.54,-0.4
KOI 4567.01,KIC 8332521,,,,64.5,0.7226348402643411,0.1182,14.74426,0,KOI 4567,,,,,1.006,0.987,6146,4.454,-0.22
KOI 4570.01,KIC 4060229,,,,88.99,0.1900261987361786,0.2026,35.0175053,0,KOI 4570,,,,,0.905,1.123,5944,4.293,-0.32
KOI 3184.01,KIC 4735826,,,,86.82,0.0606656409110805,0.0763,7.545922037,0,KOI 3184,,,,,1.039,1.376,5788,4.178,0.12
KOI 3197.01,KIC 8443527,,,,89.83,0.08564561069799599,0.1577,22.599501,0,KOI 3197,,,,,1.017,1.087,6335,4.375,-0.3
KOI 4725.01,KIC 7778621,,,,84.96,0.23106472052896834,0.0735,7.28171395,0,KOI 4725,,,,,0.996,1.806,4970,3.924,0.32
KOI 4500.02,KIC 9100953,,,,89.41,0.1864576316237621,0.2323,44.9851885,0,KOI 4500,,,,,0.825,0.8,5295,4.548,-0.1
KOI 4503.01,KIC 10907132,,,,89.12,0.13738983382803524,0.065,5.89089509,0,KOI 4503,,,,,1.054,0.942,5869,4.513,0.07
KOI 4504.01,KIC 6520753,,,,89.82,0.128468416046994,0.048,4.13029832,0,KOI 4504,,,,,0.864,0.81,5490,4.557,-0.16
KOI 4575.01,KIC 9893468,,,,89.61,0.17664407206461674,0.735,201.325036,0,KOI 4575,,,,,1.306,1.699,6120,4.093,0.16
KOI 4643.01,KIC 11655826,,,,89.83,0.12757627426888987,0.0617,5.59346375,0,KOI 4643,,,,,1.001,0.933,5874,4.498,-0.06
KOI 4644.01,KIC 1721157,,,,88.08,0.10973343870680737,0.0426,3.44928111,0,KOI 4644,,,,,0.879,0.781,5119,4.591,0.14
KOI 4647.01,KIC 9947653,,,,88.78,0.17575193028651262,0.2241,37.9043889,0,KOI 4647,,,,,1.042,1.964,5303,3.87,-0.04
KOI 3196.02,KIC 9002538,,,,87.78,0.06869491691401762,0.0726,6.88297756,0,KOI 3196,,,,,1.079,1.298,6117,4.244,-0.04
KOI 4713.01,KIC 5253802,,,,75.14,0.121331281822161,0.0836,8.7963166,0,KOI 4713,,,,,1,1,5780,4.438,0
KOI 4714.01,KIC 12554634,,,,88.16,0.0963513120352455,0.0301,2.049602348,0,KOI 4714,,,,,0.872,0.78,5356,4.589,-0.12
KOI 4715.01,KIC 6264750,,,,88.98,0.128468416046994,0.2582,53.285584,0,KOI 4715,,,,,0.806,1.057,6015,4.297,-0.68
KOI 4716.01,KIC 11290515,,,,89.99,0.05442064846435162,0.0657,5.8943338,0,KOI 4716,,,,,1.087,1.145,5929,4.357,0.16
KOI 4504.02,KIC 6520753,,,,89.9,0.13382126671561873,0.0753,8.119343,0,KOI 4504,,,,,0.864,0.81,5490,4.557,-0.16
KOI 4505.01,KIC 8493354,,,,89.82,0.09367488670093312,0.1356,18.0071438,0,KOI 4505,,,,,1.023,1.167,6173,4.314,-0.16
KOI 4506.01,KIC 4545570,,,,89.14,0.09902773736955787,0.0588,5.60473115,0,KOI 4506,,,,,0.871,0.777,5401,4.593,-0.16
KOI 4508.01,KIC 5457326,,,,85.29,0.09099846136662075,0.0321,2.49915311,0,KOI 4508,,,,,0.707,0.72,4705,4.572,-0.04
KOI 4577.01,KIC 10610039,,,,89.77,0.16326194539305486,0.4274,105.997107,0,KOI 4577,,,,,0.931,0.831,6068,4.565,-0.5
KOI 4580.01,KIC 8628761,,,,87.38,0.10973343870680737,0.0709,6.30432354,0,KOI 4580,,,,,1.192,1.836,6728,3.987,-0.46
KOI 4649.01,KIC 4750669,,,,89.42,0.10705701337249499,0.0423,3.38419892,0,KOI 4649,,,,,0.888,0.795,5613,4.581,-0.26
KOI 4651.01,KIC 6717252,,,,89.86,0.06869491691401762,0.0207,1.19260017,0,KOI 4651,,,,,0.837,1.013,5600,4.349,-0.18
KOI 4717.01,KIC 4902202,,,,89.99,0.3220631818955891,0.6985,216.456055,0,KOI 4717,,,,,0.969,1.155,5645,4.299,0.14
KOI 4509.01,KIC 11350118,,,,89.87,0.08653775247610011,0.0856,12.003678,0,KOI 4509,,,,,0.58,0.594,4328,4.654,-0.42
KOI 4581.01,KIC 2572029,,,,89.48,0.06512634980160112,0.0658,6.0059966,0,KOI 4581,,,,,1.05,1.16,6103,4.331,-0.04
KOI 4582.01,KIC 7905106,,,,82.43,0.03122496223364437,0.0494,4.22426989,0,KOI 4582,,,,,0.903,0.883,5735,4.501,-0.2
KOI 4583.01,KIC 9007151,,,,89.95,0.1828890645113456,0.883,330.906041,0,KOI 4583,,,,,0.838,0.769,5461,4.589,-0.26
KOI 3168.01,KIC 4450844,,,,88.62,0.09456702847903725,0.2841,56.3479517,0,KOI 3168,,,,,0.963,1.471,5843,4.086,-0.2
KOI 4653.01,KIC 11181260,,,,89.61,0.09545917025714137,0.1547,19.9778599,0,KOI 4653,,,,,1.232,1.162,6392,4.399,0.07
KOI 4655.01,KIC 2558163,,,,88.23,0.10259630448197436,0.126,17.543847,0,KOI 4655,,,,,0.865,0.791,5957,4.579,-0.6
KOI 4656.01,KIC 8107611,,,,80.73,0.12400770715647336,0.0528,3.8183717,0,KOI 4656,,,,,1.351,1.692,6738,4.109,-0.18
KOI 4730.01,KIC 8752940,,,,89.89,0.3292003161204221,0.0838,9.07829171,0,KOI 4730,,,,,0.951,1.611,5086,4.002,0.3
KOI 7693.01,KIC 4384909,,,,89.2,0.12489984893457748,0.0669,6.41097179,0,KOI 7693,,,,,0.972,0.933,5383,4.486,0.4
KOI 4586.01,KIC 11506654,,,,89.98,0.25247612320346735,0.3708,75.2116373,0,KOI 4586,,,,,1.2,1.5,5818,4.165,0.28
KOI 4587.01,KIC 5687700,,,,89.38,0.099919879147662,0.0666,6.36283414,0,KOI 4587,,,,,0.972,0.883,5955,4.534,-0.24
KOI 4588.01,KIC 8806985,,,,89.1,0.08296918536368363,0.0802,7.53737498,0,KOI 4588,,,,,1.212,1.436,6483,4.206,-0.16
KOI 4657.01,KIC 6527078,,,,89.08,0.04817565601762275,0.0714,7.57600886,0,KOI 4657,,,,,0.848,0.774,5361,4.588,-0.16
KOI 4659.01,KIC 2857607,,,,87.73,0.11151772226301562,0.2301,41.8681996,0,KOI 4659,,,,,0.928,0.837,5852,4.559,-0.3
KOI 4661.01,KIC 5962262,,,,89.86,0.09010631958851661,0.0763,8.61742738,0,KOI 4661,,,,,0.797,0.84,5009,4.491,0.16
KOI 4451.01,KIC 10120548,,,,86.87,0.11776271470974449,0.0767,8.8303681,0,KOI 4451,,,,,0.786,0.706,5051,4.628,-0.24
KOI 4452.01,KIC 4474462,,,,88.17,0.10973343870680737,0.1045,12.85755895,0,KOI 4452,,,,,0.922,1.156,5860,4.276,-0.2
KOI 7685.02,KIC 4141593,,,,86.97,0.0963513120352455,0.1984,33.502923,0,KOI 7685,,,,,0.926,1.177,5999,4.263,-0.32
KOI 4519.01,KIC 10003058,,,,89.95,0.5326086415281626,0.6365,148.568877,0,KOI 4519,,,,,1.556,2.985,5814,3.68,0.34
KOI 4520.01,KIC 9031703,,,,84.5,0.1507719604995971,0.0888,9.3335486,0,KOI 4520,,,,,1.071,1.863,5354,3.927,0.14
KOI 4590.01,KIC 12204137,,,,89.96,0.15612481116822186,0.083,9.54060855,0,KOI 4590,,,,,0.839,0.831,5271,4.522,0
KOI 4591.01,KIC 5389956,,,,85.81,0.07940061825126712,0.0289,1.80926734,0,KOI 4591,,,,,0.983,0.891,5897,4.531,-0.16
KOI 750.02,KIC 10662202,,,,87.52,0.10527272981628674,0.0533,5.04413987,0,KOI 750,,,,,0.791,0.828,4954,4.5,0.18
KOI 7676.01,KIC 3934657,,,,81.82,0.055312790242455744,0.059,5.3694084,0,KOI 7676,,,,,0.951,0.869,5753,4.538,-0.12
KOI 4663.01,KIC 7515336,,,,89.93,0.06601849157970524,0.0619,5.65690281,0,KOI 4663,,,,,0.986,1.32,5687,4.191,0.1
KOI 4456.01,KIC 3557560,,,,84.32,0.16147766183684661,0.0738,7.4299322,0,KOI 4456,,,,,0.972,1.252,5635,4.23,0.14
KOI 4457.01,KIC 12109267,,,,89.13,0.13917411738424348,0.3653,79.334347,0,KOI 4457,,,,,1.027,1.15,6384,4.33,-0.3
KOI 4523.01,KIC 8700895,,,,90,0.09189060314472487,0.0627,5.68251605,0,KOI 4523,,,,,1.016,1.157,5753,4.319,0.16
KOI 4524.01,KIC 5003670,,,,81.62,0.13649769204993112,0.0783,7.99144696,0,KOI 4524,,,,,1.003,1.006,5700,4.434,0.16
KOI 4524.02,KIC 5003670,,,,86.48,0.09099846136662075,0.0536,4.52628739,0,KOI 4524,,,,,1.003,1.006,5700,4.434,0.16
KOI 4595.01,KIC 12265786,,,,87.12,0.09724345381334962,0.0122,0.597018404,0,KOI 4595,,,,,0.688,0.63,4985,4.675,-0.54
KOI 4597.01,KIC 10873178,,,,87.91,0.06958705869212174,0.0531,4.82025124,0,KOI 4597,,,,,0.864,0.777,6035,4.591,-0.74
KOI 4666.01,KIC 11337012,,,,84.69,0.1329291249375146,0.0984,12.4019263,0,KOI 4666,,,,,0.824,0.832,5555,4.514,-0.28
KOI 4667.01,KIC 8359569,,,,89.96,0.21857473563551064,0.5895,152.823896,0,KOI 4667,,,,,1.167,1.137,6452,4.394,-0.12
KOI 4670.01,KIC 9837828,,,,77.92,7.965933936691732,0.0655,6.80899076,0,KOI 4670,,,,,0.81,0.854,4992,4.483,0.24
KOI 3061.02,KIC 4857058,,,,89.61,0.1043805880381826,0.3331,77.915425,0,KOI 3061,,,,,0.812,0.874,5135,4.464,0.12
KOI 4460.01,KIC 9947389,,,,89.91,0.18021263917703323,0.8224,284.727213,0,KOI 4460,,,,,0.913,1.08,5497,4.332,0.14
KOI 4526.01,KIC 3765917,,,,89.93,0.242662563644322,0.1942,30.5392931,0,KOI 4526,,,,,1.046,1.328,5803,4.211,0.14
KOI 4528.01,KIC 7833305,,,,71.25,0.9483467101246849,0.0726,8.31224474,0,KOI 4528,,,,,0.739,0.816,5421,4.483,-0.4
KOI 4530.01,KIC 12647577,,,,89.59,0.09813559559145375,0.1072,12.6362048,0,KOI 4530,,,,,1.028,0.992,5772,4.457,0.14
KOI 7687.01,KIC 4252671,,,,89.75,0.23730971297569725,0.1821,23.266633,0,KOI 7687,,,,,1.487,3.775,5758,3.456,-0.56
KOI 4601.01,KIC 11153476,,,,89.99,0.08742989425420424,0.0813,7.94004281,0,KOI 4601,,,,,1.132,1.081,6278,4.425,-0.06
KOI 4602.01,KIC 6144039,,,,69.56,0.10973343870680737,0.0378,2.85855049,0,KOI 4602,,,,,0.881,0.964,5441,4.415,0.08
KOI 3190.01,KIC 5985713,,,,87.45,0.07672419291695474,0.0839,8.95294046,0,KOI 3190,,,,,0.98,1.207,6047,4.266,-0.22
KOI 4674.01,KIC 6839010,,,,80.44,0.08029276002937125,0.0543,4.84350003,0,KOI 4674,,,,,0.906,1.056,5762,4.348,-0.14
KOI 4462.01,KIC 9775385,,,,89.95,0.20965331785446936,0.2944,45.163025,0,KOI 4462,,,,,1.665,2.015,7675,4.051,-0.12
KOI 4463.01,KIC 6197344,,,,77.77,0.135605550271827,0.2,36.7614011,0,KOI 4463,,,,,0.789,0.823,5305,4.504,-0.16
KOI 4464.01,KIC 11357664,,,,89.89,0.10973343870680737,0.0448,4.373570433,0,KOI 4464,,,,,0.627,0.64,4362,4.623,-0.18
KOI 4466.01,KIC 7272132,,,,89.47,0.2043004671858446,0.5698,154.674369,0,KOI 4466,,,,,1.023,1.002,6338,4.449,-0.36
KOI 4603.01,KIC 8430053,,,,89.79,0.1043805880381826,0.1311,15.9513866,0,KOI 4603,,,,,1.181,1.168,6451,4.375,-0.08
KOI 4605.01,KIC 12458605,,,,83.26,0.0606656409110805,0.0769,7.7859111,0,KOI 4605,,,,,0.994,0.954,6045,4.479,-0.18
KOI 4676.01,KIC 4953173,,,,87.66,0.2863775107714241,0.2158,31.183688,0,KOI 4676,,,,,1.378,2.407,5947,3.814,0.18
KOI 4467.01,KIC 5352640,,,,88.11,0.12668413249078572,0.039,2.94242323,0,KOI 4467,,,,,0.919,0.819,5436,4.573,0
KOI 7678.01,KIC 4048898,,,,89.83,0.07047920047022588,0.1104,13.0914878,0,KOI 7678,,,,,1.048,1.288,5919,4.238,0.04
KOI 4680.01,KIC 4587135,,,,89.84,0.13738983382803524,0.264,54.0812235,0,KOI 4680,,,,,0.865,0.762,5757,4.597,-0.5
KOI 4541.01,KIC 5511659,,,,87.89,0.185565489845658,0.08,8.5291223,0,KOI 4541,,,,,0.937,1.111,5543,4.318,0.16
KOI 4613.01,KIC 10220837,,,,89.06,0.07226348402643412,0.0298,1.962282625,0,KOI 4613,,,,,0.915,0.979,5726,4.418,-0.1
KOI 4614.01,KIC 7583650,,,,81.61,0.12311556537836923,0.0718,6.4546845,0,KOI 4614,,,,,1.185,1.362,6474,4.243,-0.16
KOI 4685.01,KIC 3867794,,,,82.87,0.13471340849372287,0.0127,0.494247662,0,KOI 4685,,,,,1.107,0.998,5763,4.484,0.36
KOI 4686.01,KIC 5819801,,,,88.12,0.14274268449666,0.1128,11.8299383,0,KOI 4686,,,,,1.365,2.431,5747,3.802,0.26
KOI 4477.01,KIC 6276791,,,,88.81,0.10884129692870324,0.0587,5.30179786,0,KOI 4477,,,,,0.961,0.864,5749,4.547,-0.1
KOI 4477.02,KIC 6276791,,,,89.96,0.14452696805286824,0.0856,9.32867952,0,KOI 4477,,,,,0.961,0.864,5749,4.547,-0.1
KOI 4478.01,KIC 8636600,,,,89.98,0.10616487159439086,0.0617,6.38671206,0,KOI 4478,,,,,0.768,0.811,5071,4.505,-0.02
KOI 4545.01,KIC 10140122,,,,84.05,0.07583205113885062,0.0169,0.849362238,0,KOI 4545,,,,,0.891,0.788,4973,4.595,0.36
KOI 4546.01,KIC 5033823,,,,60.2,6.455537906361448,0.0186,0.741768294,0,KOI 4546,,,,,1.566,3.147,5897,3.637,0.14
KOI 4548.01,KIC 3223433,,,,88.94,0.14363482627476412,0.3082,61.083322,0,KOI 4548,,,,,1.044,1.015,5803,4.444,0.16
KOI 4904.01,KIC 8803757,,,,89.79,0.08742989425420424,0.0447,3.5944891,0,KOI 4904,,,,,0.922,1.046,5523,4.364,0.14
KOI 4906.01,KIC 9479306,,,,88.8,0.10794915515059911,0.0529,4.8608059,0,KOI 4906,,,,,0.839,0.757,5541,4.6,-0.36
KOI 4907.01,KIC 5437762,,,,88.05,0.059773499132976374,0.0511,4.04481159,0,KOI 4907,,,,,1.082,1.141,6358,4.359,-0.16
KOI 7712.01,KIC 4996057,,,,85.93,0.09456702847903725,0.0536,4.8302364,0,KOI 7712,,,,,0.877,2.247,5086,3.678,-0.38
KOI 4763.01,KIC 8349399,,,,88.33,0.1400662591623476,0.2871,56.446465,0,KOI 4763,,,,,0.988,1.117,5995,4.337,-0.14
KOI 4764.01,KIC 6043562,,,,89.93,0.12936055782509812,0.1824,31.4202111,0,KOI 4764,,,,,0.822,0.748,5269,4.603,-0.2
KOI 4766.01,KIC 4919550,,,,88.98,0.099919879147662,0.0574,5.56676609,0,KOI 4766,,,,,0.81,0.859,5032,4.479,0.2
KOI 4837.01,KIC 5645170,,,,89.46,0.07672419291695474,0.0542,5.38613715,0,KOI 4837,,,,,0.74,0.656,5516,4.669,-0.84
KOI 4838.01,KIC 8216763,,,,83.76,0.07850847647316299,0.0948,13.2965044,0,KOI 4838,,,,,0.64,0.613,4352,4.671,-0.2
KOI 4839.01,KIC 9110610,,,,89.72,0.17932049739892908,0.1622,21.8420304,0,KOI 4839,,,,,1.189,2.241,6194,3.813,-0.38
KOI 4912.01,KIC 5208962,,,,89.36,0.12043914004405687,0.0197,0.876850385,0,KOI 4912,,,,,1.32,1.756,6102,4.069,0.16
KOI 7703.01,KIC 4742188,,,,90,0.17485978850840847,1.0911,413.51856,0,KOI 7703,,,,,1.012,0.992,6031,4.45,-0.14
KOI 3301.01,KIC 8301878,,,,89.27,0.099919879147662,0.1421,20.7106368,0,KOI 3301,,,,,0.89,0.901,5631,4.478,-0.12
KOI 4768.01,KIC 10221505,,,,89.83,0.128468416046994,0.0384,3.43633133,0,KOI 4768,,,,,0.638,0.651,5201,4.616,-0.84
KOI 4771.01,KIC 11658036,,,,89.98,0.17396764673030435,0.5812,142.703888,0,KOI 4771,,,,,1.292,1.289,6701,4.326,-0.02
KOI 4772.01,KIC 8397947,,,,89.52,0.1507719604995971,0.0461,3.38080537,0,KOI 4772,,,,,1.146,1.193,6072,4.343,0.14
KOI 4840.01,KIC 6665860,,,,89.4,0.15523266939011773,0.0966,10.4716194,0,KOI 4840,,,,,1.095,1.574,5812,4.083,0.14
KOI 3214.01,KIC 7983117,,,,79.67,0.13649769204993112,0.1038,11.49500229,0,KOI 3214,,,,,1.127,1.788,6033,3.985,-0.1
KOI 4913.01,KIC 5769810,,,,89.95,0.2176825938574065,0.0835,6.78788113,0,KOI 4913,,,,,1.677,2.829,6537,3.76,-0.02
KOI 4914.01,KIC 12071754,,,,78.05,0.12489984893457748,0.0603,5.47455167,0,KOI 4914,,,,,0.972,1.312,5611,4.19,0.14
KOI 3224.01,KIC 10384298,,,,87.79,0.09010631958851661,0.0435,3.43861067,0,KOI 3224,,,,,0.926,1.401,5383,4.112,0.16
KOI 3225.01,KIC 3109550,,,,89.75,0.07137134224833,0.0546,4.8754765,0,KOI 3225,,,,,0.911,1.286,5513,4.179,0.07
KOI 3307.01,KIC 6131130,,,,89.55,0.1257919907126816,0.0867,10.5071781,0,KOI 3307,,,,,0.788,0.865,5290,4.46,-0.1
KOI 7704.01,KIC 4742452,,,,89.39,0.08921417781041249,0.0634,5.4398033,0,KOI 7704,,,,,1.147,1.08,6108,4.43,0.12
KOI 4772.02,KIC 8397947,,,,88.81,0.09545917025714137,0.08,9.0194714,0,KOI 4772,,,,,0.838,0.768,5775,4.59,-0.52
KOI 4773.01,KIC 7906892,,,,81.87,0.07315562580453824,0.0839,8.8493948,0,KOI 4773,,,,,1.004,1.11,6095,4.349,-0.16
KOI 4774.01,KIC 4277304,,,,89.48,0.11597843115353625,0.254,51.567801,0,KOI 4774,,,,,0.821,0.876,5285,4.467,0
KOI 4775.01,KIC 8626325,,,,84.91,0.24533898897863435,0.1437,16.4491515,0,KOI 4775,,,,,1.464,2.789,5334,3.712,0.32
KOI 4844.01,KIC 3098605,,,,89.45,0.07761633469505887,0.0104,0.428046051,0,KOI 4844,,,,,0.805,0.775,5285,4.566,-0.18
KOI 4846.01,KIC 8320630,,,,87.57,0.11776271470974449,0.139,19.254536,0,KOI 4846,,,,,0.963,0.868,5668,4.545,-0.02
KOI 4848.01,KIC 9005321,,,,89.95,0.15880123650253425,0.8823,384.6961,0,KOI 4848,,,,,0.618,0.623,4228,4.64,-0.12
KOI 3232.01,KIC 9569711,,,,89.19,0.10794915515059911,0.0646,6.05919881,0,KOI 3232,,,,,0.977,0.962,5734,4.462,0.04
KOI 3309.01,KIC 5563300,,,,89.99,0.5272557908595379,0.3102,71.05457555,0,KOI 3309,,,,,0.788,0.865,5290,4.46,-0.1
KOI 3310.01,KIC 12253769,,,,85.71,0.1463112516090765,0.1416,20.5512722,0,KOI 3310,,,,,0.894,0.918,5401,4.464,0.12
KOI 4776.01,KIC 8054719,,,,83.2,0.09545917025714137,0.0693,7.5861587,0,KOI 4776,,,,,0.767,0.871,5934,4.444,-0.8
KOI 4777.01,KIC 6592335,,,,80.79,0.037469954680373244,0.0113,0.824000125,0,KOI 4777,,,,,0.28,0.28,3396,4.991,-0.1
KOI 7706.01,KIC 4762283,,,,89.91,0.10616487159439086,0.186,42.049523793,0,KOI 7706,,,,,0.485,0.48,4281,4.761,-1.18
KOI 4780.01,KIC 3849187,,,,89.39,0.11151772226301562,0.0684,6.60180003,0,KOI 4780,,,,,0.977,0.86,5591,4.559,0.07
KOI 4849.01,KIC 2976017,,,,88.86,0.055312790242455744,0.039,3.19938075,0,KOI 4849,,,,,0.779,0.702,5483,4.632,-0.56
KOI 4850.01,KIC 6786224,,,,89.37,0.06334206624539286,0.04,3.04185157,0,KOI 4850,,,,,0.922,0.857,5802,4.537,-0.24
KOI 4852.01,KIC 11072016,,,,88.91,0.08296918536368363,0.031,1.89873195,0,KOI 4852,,,,,1.104,1.05,5942,4.439,0.18
KOI 1101.02,KIC 3245969,,,,88.81,0.16950693783978374,0.0926,11.39110963,0,KOI 1101,,,,,0.814,0.76,4999,4.587,0.06
KOI 3236.01,KIC 7902003,,,,89.82,0.10527272981628674,0.082,7.13044117,0,KOI 3236,,,,,1.443,2.074,6312,3.964,0.1
KOI 3312.01,KIC 11905409,,,,89.34,0.17039907961788786,0.133,18.0939004,0,KOI 3312,,,,,0.958,0.867,5904,4.543,-0.24
KOI 3313.01,KIC 9571186,,,,88.36,1.9395162255983676,0.1993,34.9524256,0,KOI 3313,,,,,0.864,0.779,4921,4.591,0.3
KOI 3206.01,KIC 5612697,,,,89.56,0.12311556537836923,0.1201,15.1516409,0,KOI 3206,,,,,1,1,5780,4.438,0
KOI 4782.01,KIC 8973285,,,,89.38,0.1543405276120136,0.0758,7.4213444,0,KOI 4782,,,,,1.055,0.973,6032,4.485,-0.06
KOI 4853.01,KIC 3758922,,,,89.87,0.10170416270387023,0.1346,17.7412303,0,KOI 4853,,,,,1.032,0.956,5817,4.491,0.08
KOI 4854.01,KIC 8360041,,,,85.28,0.0678027751359135,0.0354,2.63527677,0,KOI 4854,,,,,0.854,0.864,5215,4.496,0.14
KOI 4856.01,KIC 9782748,,,,90,0.27031895876554984,0.5661,147.388124,0,KOI 4856,,,,,1.111,1.007,6046,4.478,0.07
KOI 4857.01,KIC 2860656,,,,87.66,0.1043805880381826,0.0504,4.11497357,0,KOI 4857,,,,,1.006,0.927,6011,4.507,-0.18
KOI 4859.01,KIC 7094944,,,,88.75,0.10616487159439086,0.0678,7.5019743,0,KOI 4859,,,,,0.737,0.758,4807,4.546,0.04
KOI 4861.01,KIC 6425597,,,,89.86,0.14274268449666,0.1766,29.1206519,0,KOI 4861,,,,,0.872,0.788,5671,4.582,-0.34
KOI 3248.01,KIC 10917433,,,,87.8,0.057097073798663994,0.0701,6.91261536,0,KOI 3248,,,,,0.96,1.044,5761,4.383,0
KOI 7715.01,KIC 5091479,,,,86.44,0.099919879147662,0.1685,25.8616058,0,KOI 7715,,,,,0.954,0.884,6067,4.524,-0.38
KOI 3318.01,KIC 8331612,,,,84.1,0.3372295921233592,0.114,13.8353959,0,KOI 3318,,,,,1.03,1.057,6020,4.403,-0.06
KOI 1404.02,KIC 8874090,,,,89.99,0.07761633469505887,0.1088,18.9060921,0,KOI 1404,,,,,0.479,0.45,3751,4.813,-0.24
KOI 3318.02,KIC 8331612,,,,87.57,0.34169030101387987,0.1723,25.6970688,0,KOI 3318,,,,,1.03,1.057,6020,4.403,-0.06
KOI 3319.01,KIC 5965819,,,,88.43,0.23552542941948898,0.1456,19.5906103,0,KOI 3319,,,,,1.072,1.496,5794,4.118,0.14
KOI 4790.01,KIC 8328916,,,,88.24,0.10170416270387023,0.0653,6.07855,0,KOI 4790,,,,,1.003,1.114,6119,4.346,-0.18
KOI 3208.01,KIC 10155029,,,,89.76,0.049959939573831,0.0321,2.131660527,0,KOI 3208,,,,,0.967,0.997,5849,4.426,-0.08
KOI 4792.01,KIC 11618569,,,,88.79,0.08118490180747537,0.0654,5.75902182,0,KOI 4792,,,,,1.122,1.066,6247,4.433,-0.06
KOI 4862.01,KIC 11973517,,,,89.38,0.0963513120352455,0.0158,0.903763067,0,KOI 4862,,,,,0.638,0.651,4430,4.616,-0.18
KOI 4864.01,KIC 7345248,,,,87.09,0.06958705869212174,0.0593,5.66494448,0,KOI 4864,,,,,0.865,1.13,5888,4.269,-0.38
KOI 3320.01,KIC 6690171,,,,89.63,1.8966934202493697,0.369,85.0624157,0,KOI 3320,,,,,0.923,0.875,5223,4.52,0.34
KOI 3323.01,KIC 5193659,,,,88.78,0.18378120628944974,0.1144,14.3196417,0,KOI 3323,,,,,0.973,1.373,5562,4.151,0.16
KOI 4793.01,KIC 6220312,,,,84.53,0.07940061825126712,0.0595,5.2736268,0,KOI 4793,,,,,1.007,0.918,5851,4.515,-0.04
KOI 4794.01,KIC 6358937,,,,89.67,0.09189060314472487,0.1568,24.5041103,0,KOI 4794,,,,,0.854,0.962,5250,4.404,0.2
KOI 4797.01,KIC 7771181,,,,89.54,0.11240986404111974,0.0797,9.97202023,0,KOI 4797,,,,,0.677,0.696,4810,4.584,-0.26
